gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,93.75,5905.35,No
Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card,71.98,4903.48,No
Male,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card,90.94,5733.74,No
Male,1,No,Yes,38,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,41.58,1571.1,No
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Mailed check,86.24,854.44,No
Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,116.98,818.29,No
Female,0,Yes,No,70,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,109.89,7696.25,No
Female,0,No,No,30,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,64.68,1946.78,No
Male,0,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,101.7,5280.06,No
Female,0,No,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,33.94,1694.18,No
Male,0,No,Yes,66,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,29.07,1918.09,Yes
Male,0,Yes,No,12,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,106.74,1285.65,Yes
Female,0,No,No,29,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card,51.21,1480.26,No
Male,0,Yes,Yes,59,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,117.03,6914.33,No
Female,0,Yes,Yes,19,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,92.5,1756.12,No
Male,0,Yes,No,24,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,56.99,1359.58,No
Female,1,No,Yes,61,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card,83.07,5073.69,No
Female,0,No,Yes,20,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,52.93,1068.35,No
Male,0,Yes,Yes,60,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,57.45,3451.24,Yes
Female,0,Yes,No,56,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Credit card,111.09,6222.42,No
Female,0,Yes,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer,34.33,1413.37,No
Male,0,No,No,33,No,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,88.84,2930.78,Yes
Female,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card,79.47,2384.59,No
Male,0,Yes,Yes,11,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,75.46,829.21,No
Male,1,Yes,Yes,25,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,One year,No,Electronic check,31.44,788.66,No
Male,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer,78.07,1708.23,Yes
Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,20.76,1110.25,No
Female,0,No,Yes,60,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,46.23,2765.95,No
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.21,5135.69,No
Male,0,Yes,No,0,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,83.97,6.49,No
Female,0,No,Yes,69,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,74.5,5133.57,No
Male,1,No,No,37,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,106.96,3958.65,No
Male,0,No,Yes,40,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,33.92,1359.39,No
Male,0,Yes,No,42,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,60.22,2519.4,No
Female,1,Yes,No,54,Yes,No phone service,No,No internet service,Yes,No,No,No,No internet service,Two year,No,Electronic check,29.37,1576.46,No
Male,0,No,Yes,2,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Two year,No,Bank transfer,19.91,49.79,No
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,66.69,2669.99,No
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card,24.68,1675.27,Yes
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,87.62,4999.08,Yes
Male,0,No,No,41,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,95.74,3933.13,Yes
Male,0,Yes,Yes,54,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer,24.01,1299.71,No
Female,0,No,No,36,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Two year,No,Mailed check,49.81,1791.34,Yes
Female,0,Yes,No,28,Yes,No phone service,No,No,No,Yes,No,No,No,Two year,No,Mailed check,113.18,3163.98,No
Female,0,No,No,52,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,19.28,994.76,No
Male,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,42.89,380.42,No
Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,57.21,173.54,No
Female,0,No,Yes,38,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,81.15,3093.54,No
Female,0,No,Yes,16,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,52.67,851.67,No
Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,94.53,1517.93,No
Female,0,Yes,No,31,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,46.38,1439.15,No
Female,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,25.76,1459.47,No
Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,97.78,4200.76,No
Female,0,Yes,Yes,43,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.49,3384.8,No
Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,90.5,98.47,No
Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,85.28,4179.1,No
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,38.99,2688.65,No
Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,77.03,3766.6,No
Female,0,No,Yes,59,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,113.1,6681.85,Yes
Female,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,60.79,309.1,No
Male,1,Yes,No,2,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card,58.26,112.63,No
Male,1,No,Yes,2,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,48.82,97.3,No
Male,0,No,Yes,17,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,89.38,1521.87,No
Male,1,Yes,No,70,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,116.36,8155.19,Yes
Female,0,Yes,Yes,31,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,88.84,2762.55,Yes
Female,0,Yes,No,8,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Credit card,35.87,293.16,No
Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,100.03,3794.68,No
Male,0,No,No,1,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,48.51,41.83,No
Female,0,No,Yes,60,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,50.62,3038.37,Yes
Female,0,No,No,23,No,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,21.64,498.71,Yes
Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card,105.91,1581.97,No
Male,0,Yes,No,71,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,66.91,4750.02,No
Male,1,No,Yes,52,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,66.51,3461.8,No
Female,0,No,Yes,59,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,86.33,5097.87,No
Male,1,Yes,No,43,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,115.14,4951.08,No
Female,0,Yes,No,37,No,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer,55.12,2045.6,Yes
Male,0,No,Yes,69,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card,46.72,3228.04,Yes
Male,0,Yes,Yes,48,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,63.2,3023.93,Yes
Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,110.25,3523.73,No
Male,0,No,No,10,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,68.87,692.3,No
Male,0,No,Yes,51,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Mailed check,30.69,1557.9,No
Male,0,Yes,No,46,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,73.07,3359.09,No
Female,1,Yes,No,34,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.13,3481.32,Yes
Female,1,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,35.54,2278.19,No
Male,0,No,No,14,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,51.78,733.93,Yes
Male,0,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,70.95,1989.0,No
Male,0,Yes,Yes,28,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer,32.85,920.67,No
Female,0,Yes,Yes,63,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.52,4829.89,No
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,30.42,828.07,Yes
Male,1,No,No,25,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.64,2825.26,No
Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,96.85,5032.38,Yes
Male,0,No,Yes,49,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,39.44,1925.75,No
Female,0,No,Yes,0,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,61.7,-6.26,No
Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,98.02,4218.73,No
Male,0,No,Yes,23,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,71.43,1638.7,No
Female,0,No,No,24,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,110.17,2650.61,No
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,20.51,46.86,No
Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,No,Mailed check,37.66,1988.94,No
Male,0,No,Yes,13,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,72.43,949.73,No
Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,72.98,4369.92,No
Female,1,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,51.62,164.13,No
Female,0,Yes,Yes,39,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,77.7,3025.65,Yes
Male,0,Yes,No,7,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card,41.79,298.45,No
Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,68.5,3142.03,Yes
Male,0,Yes,No,22,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,47.05,1043.34,No
Male,1,Yes,Yes,72,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card,40.01,2890.15,Yes
Male,0,Yes,No,4,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,22.36,87.76,No
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,63.78,2173.09,No
Male,0,No,Yes,63,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,118.64,7474.69,No
Male,0,Yes,No,7,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,67.85,469.22,No
Male,0,No,Yes,51,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,49.83,2543.09,No
Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.18,1439.0,Yes
Male,0,No,No,49,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,117.51,5756.14,No
Female,1,No,Yes,35,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,76.16,2659.35,No
Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,32.84,2229.73,No
Female,0,Yes,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card,66.58,4536.45,No
Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,118.71,2974.33,No
Female,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,115.87,7888.16,No
Male,0,No,No,9,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card,69.35,616.48,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Mailed check,73.27,2124.11,No
Female,0,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Credit card,47.72,1669.88,No
Female,1,No,Yes,54,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,70.36,3789.87,No
Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer,22.95,620.31,No
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Credit card,81.01,82.63,No
Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,69.55,1538.83,No
Female,0,No,No,72,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One year,No,Credit card,73.19,5264.57,Yes
Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,116.0,7188.62,Yes
Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,40.62,2268.93,No
Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,No,Credit card,92.79,3061.06,No
Male,0,No,No,17,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,31.57,531.92,No
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card,118.9,4510.99,No
Female,0,Yes,No,60,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,107.17,6425.9,No
Female,1,No,No,53,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,21.01,1107.74,No
Female,0,Yes,Yes,29,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,60.8,1760.99,No
Female,0,No,Yes,63,Yes,No phone service,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card,43.23,2714.06,No
Male,0,No,Yes,43,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,116.28,5003.6,No
Male,0,No,Yes,69,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,98.63,6815.37,No
Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,41.76,2086.96,No
